Customer_ID,Name,Age,Occupation,Annual_Income,Monthly_Inhand_Salary,Num_Bank_Accounts,Num_Credit_Card,Num_of_Loan,Num_of_Delayed_Payment,Outstanding_Debt,Credit_Utilization_Ratio,Total_EMI_per_month,Amount_invested_monthly,Monthly_Balance,Credit_Score
CUS_0x9b94,Bri,36,Manager,71681.4,5799.45,3,6,1,6,1293.02,29.68295387,53.92351397,137.3311426,638.6903434,2
CUS_0x9b94,Bri,36,Manager,71681.4,5799.45,3,6,1,10,1293.02,29.37139648,53.92351397,253.3197219,562.7017641,2
CUS_0x9b94,Bri,36,Manager,71681.4,5799.45,3,6,1,8,1293.02,33.04149896,53.92351397,120.890142,645.131344,1
CUS_0x9b94,Bri,36,Manager,71681.4,5799.45,3,6,1,6,1293.02,34.98356207,53.92351397,414.8965494,391.1249366,1
CUS_0x4080,ra Alperx,16,Mechanic,29469.98,2227.831667,7,7,5,21,3421.66,33.29865431,69.68545857,27.25079463,375.8469135,3
CUS_0x4080,ra Alperx,16,Mechanic,29469.98,2227.831667,7,7,5,21,3421.66,38.17731096,69.68545857,71.26438577,361.8333223,3
CUS_0x4080,ra Alperx,16,Mechanic,29469.98,2227.831667,7,7,5,21,3421.66,32.96295024,69.68545857,24.06613145,379.0315766,3
CUS_0x706a,Matt Falloonz,19,Engineer,72559.36,6284.613333,4,5,4,21,1173.7,23.28213511,215.8391706,565.7433853,116.8787774,2
CUS_0x706a,Matt Falloonz,20,Engineer,72559.36,6284.613333,4,5,4,19,1173.7,33.16506303,215.8391706,82.49686626,580.1252964,2
CUS_0x42ac,Lawrencea,36,Musician,15566.02,1423.168333,8,5,4,1338,1693.95,37.40993372,43.0705196,65.98658552,323.2597282,3
CUS_0x42ac,Lawrencea,36,Musician,15566.02,1423.168333,8,5,4,20,1693.95,24.25102818,43.0705196,169.6209801,219.6253336,3
CUS_0x42ac,Lawrencea,37,Musician,15566.02,1423.168333,8,5,4,23,1693.95,31.33422002,43.0705196,131.6125215,257.6337922,3
CUS_0x42ac,Lawrencea,37,Musician,15566.02,1423.168333,67,5,4,17,1693.95,29.70645377,43.0705196,80.4844201,308.7618936,3
CUS_0x571f,Emily Flitterl,19,Developer,66567.32,5800.276667,5,7,2,15,233.79,26.54909964,100.1893609,149.525305,580.3130008,2
CUS_0x571f,Emily Flitterl,19,Developer,66567.32,5800.276667,5,7,2,15,233.79,28.10570447,100.1893609,66.77787002,663.0604358,2
CUS_0x6a1b,Toonkeln,33,Accountant,30788.44,2623.703333,7,9,6,20,3470.08,27.68144423,114.5330209,97.31358834,340.5237241,2
CUS_0x6a1b,Toonkeln,33,Accountant,30788.44,2623.703333,7,9,6,21,3470.08,35.45708113,114.5330209,72.98412459,334.8531878,2
CUS_0x6a1b,Toonkeln,33,Accountant,30788.44,2623.703333,7,9,6,20,3470.08,27.15981089,114.5330209,70.08822093,327.7490915,2
CUS_0x9bc1,Jaisinghanij,42,Architect,20574.47,1740.539167,6,3,4,10,749.95,37.55229512,49.34866632,192.372069,222.3331814,2
CUS_0x9bc1,Jaisinghanij,42,Architect,20574.47,1740.539167,6,3,4,7,749.95,38.33877418,49.34866632,119.2737917,275.4314586,2
CUS_0xc65,Pomeroyi,21,Lawyer,148699.32,12432.61,3,4,3,8,949.38,41.68721335,364.9151774,296.1518279,822.1939947,1
CUS_0xc65,Pomeroyi,22,Lawyer,148699.32,12432.61,3,4,3,6,949.38,26.71579704,364.9151774,861.1156692,277.2301534,1
CUS_0x8e9b,Rachelle Younglaic,15,Entrepreneur,18334118,4369.4825,10,10,8,18,3422.49,36.72993924,314.9017853,124.5414704,257.5049943,2
CUS_0x8e9b,Rachelle Younglaic,15,Entrepreneur,55829.79,4369.4825,10,10,8,19,3422.49,27.97880174,314.9017853,132.0062495,250.0402152,2
CUS_0x8e9b,Rachelle Younglaic,16,Entrepreneur,55829.79,4369.4825,10,10,8,18,3422.49,38.02568458,314.9017853,182.04655,199.9999147,2
CUS_0x609d,Shupingu,27,Architect,14165.23,1057.435833,7,10,9,24,2797.17,27.64251073,58.86844084,105.7567546,221.1183879,3
CUS_0x609d,Shupingu,27,Architect,14165.23,1057.435833,7,10,9,24,2797.17,32.4729893,58.86844084,45.62644682,281.2486957,3
CUS_0x75c6,"""John ODonnell""p",30,Teacher,87215.68,7489.973333,2,6,2,5,680.77,33.9600344,121.6820167,799.3743611,117.9409555,1
CUS_0x75c6,"""John ODonnell""p",30,Teacher,87215.68,7489.973333,2,6,2,8,680.77,35.62288337,19734,304.2028104,573.1125062,1
CUS_0x9b3c,Scheydere,43,Lawyer,81842.28,6810.19,10,9,9,19,3053.16,24.07007993,574.0657979,192.4731148,174.4800873,2
CUS_0x9b3c,Scheydere,43,Lawyer,81842.28,6810.19,10,9,9,19,3053.16,28.64312875,574.0657979,165.0734558,181.8797463,2
CUS_0x22a3,Nate Raymondj,38,Doctor,95956.5,8279.375,8,4,2,10,1079.73,35.74006715,95.52162878,265.3115234,717.1043479,2
CUS_0x22a3,Nate Raymondj,38,Doctor,95956.5,8279.375,8,4,2,13,1079.73,37.20726208,95.52162878,517.8021721,474.6136991,2
CUS_0x22a3,Nate Raymondj,38,Doctor,95956.5,8279.375,8,4,2,10,1079.73,28.32191417,95.52162878,777.6020727,234.8137985,1
CUS_0xb14,Edwardk,26,Manager,49967.01,4091.9175,7,6,6,11,2253.95,38.57921381,156.0033117,80.27846003,422.9099783,3
CUS_0xb14,Edwardk,26,Manager,49967.01,4091.9175,7,6,6,11,2253.95,22.84117831,156.0033117,373.1685164,160.019922,3
CUS_0xb986,Simon Jessope,14,Developer,39887.22,3224.935,9,9,5,21,3119.6,30.18805936,133.4708452,198.9967508,270.025904,3
CUS_0xb986,Simon Jessope,14,Developer,39887.22,3224.935,9,9,5,19,3119.6,36.97060762,133.4708452,96.09548178,342.927173,3
CUS_0xb986,Simon Jessope,14,Developer,39887.22,3224.935,9,9,5,19,3119.6,24.14813227,133.4708452,111.6678075,337.3548473,3
CUS_0xbe1b,Kazunorit,43,Developer,14129.76,1012.48,8,5,8,17,4071.62,36.1372924,81.71265501,124.4459203,185.0894247,3
CUS_0xbe1b,Kazunorit,44,Developer,14129.76,1023.217588,8,5,8,18,4071.62,35.66937314,70.97506655,33.37622926,236.1591157,3
CUS_0x6ffb,Herbert Lashb,36,Writer,17251.38,1654.615,6,3,7,15,2431.64,37.22594439,57.35116519,26.59867398,321.5116608,2
CUS_0x6ffb,Herbert Lashb,37,Writer,17251.38,1654.615,6,3,7,12,2431.64,27.59559906,57.35116519,132.443901,245.6664338,2
CUS_0x4315,Christophd,22,Entrepreneur,36822.29,3132.524167,8,7,4,19,125.25,23.33674451,95.80071292,259.7908045,227.6608993,2
CUS_0x4315,Christophd,23,Entrepreneur,36822.29,3132.524167,8,7,4,19,125.25,35.08033049,95.80071292,73.93253934,383.5191644,1
CUS_0x4315,Christophd,23,Entrepreneur,36822.29,3132.524167,8,7,4,19,125.25,39.05658586,95.80071292,251.9834114,245.4682923,1
CUS_0x9d78,Tim Hepherp,20,Scientist,69977.6,5978.466667,10,7,9,18,3042.36,35.60710564,485.750431,177.9055932,214.1906424,2
CUS_0x9d78,Tim Hepherp,20,Scientist,69977.6,5978.466667,10,7,9,18,3042.36,26.20467951,485.750431,122.7310698,229.3651659,3
CUS_0x47db,Granto,16,Musician,78988.48,6449.373333,9,5,7,17,1746.9,34.70500518,291.7827603,88.07126674,515.0833063,3
CUS_0x47db,Granto,16,Musician,78988.48,6449.373333,9,5,7,17,1746.9,28.38967163,291.7827603,295.6050491,327.5495239,3
CUS_0x47db,Granto,16,Musician,78988.48,6449.373333,9,5,7,15,1746.9,32.4955483,291.7827603,399.2485836,233.9059894,3
CUS_0x47db,Granto,16,Musician,78988.48,6449.373333,9,5,7,17,1746.9,38.1635711,291.7827603,456.3694645,176.7851085,3
CUS_0x47db,Granto,16,Musician,78988.48,6449.373333,9,5,7,17,1746.9,28.95543808,291.7827603,162.0816014,431.0729716,3
CUS_0x8f17,Ermans,45,Journalist,41746.76,3651.896667,8,5,3,21,1936.79,37.70526076,102.2833975,425.1038222,127.8024469,3
CUS_0x8f17,Ermans,45,Journalist,41746.76,3651.896667,8,5,3,22,1936.79,30.0899524,102.2833975,31.56000966,471.3462595,2
CUS_0x8f17,Ermans,45,Journalist,41746.76,3651.896667,8,5,3,21,1936.79,37.58178658,102.2833975,134.42247,398.4837991,3
CUS_0x8f17,Ermans,45,Journalist,41746.76,3651.896667,8,5,3,18,1936.79,30.25268542,102.2833975,42.79187097,460.1143982,2
CUS_0x7504,Laup,19,Lawyer,73737.36,5936.78,7,3,4,20,1219.39,35.72613069,214.8134632,113.162405,515.7021318,2
CUS_0x7504,Laup,19,Lawyer,73737.36,5936.78,7,3,4,20,1219.39,33.0159281,214.8134632,424.0584112,244.8061256,2
CUS_0x774,Christopher Doeringv,33,Musician,88362.46,7255.538333,5,2,3,10,325.93,36.5905132,211.1843903,472.7754275,321.5940155,1
CUS_0x774,Christopher Doeringv,34,Musician,88362.46,7255.538333,5,2,3,8,325.93,31.5286769,211.1843903,283.3812328,480.9882102,1
CUS_0x774,Christopher Doeringv,34,Musician,88362.46,7255.538333,5,2,3,6,325.93,38.41963348,211.1843903,214.6101098,579.7593332,1
CUS_0xab76,Stempelp,26,Scientist,60162.1,5197.508333,5,7,7,10,1037.45,36.35924552,220.2137267,80.01264638,469.5244602,2
CUS_0xab76,Stempelp,26,Scientist,60162.1,5197.508333,5,7,7,10,1037.45,33.18394227,220.2137267,153.4475402,396.0895664,2
CUS_0x5cdf,Wohli,18,Musician,75273.24,6424.022011,8,6,5,10,2497.34,33.04396326,351.3670447,73.1795427,609.4784012,3
CUS_0x2184,Goldsteinv,18,Media_Manager,54820.89,4295.4075,8,7,6,20,4795.13,35.80248914,169.4819843,479.5857747,70.47299093,2
CUS_0x2184,Goldsteinv,18,Media_Manager,54820.89,4295.4075,8,7,6,17,4795.13,35.95969334,169.4819843,177.131669,332.9270967,2
CUS_0x2184,Goldsteinv,18,Media_Manager,54820.89,4295.4075,8,7,6,17,4795.13,28.20185655,169.4819843,118.8780759,391.1806898,2
CUS_0xa156,Silvia Aloisiq,42,Entrepreneur,58674.66,4824.555,8,5,4,23,2425.38,34.14221724,3864,113.3959015,492.9561816,2
CUS_0xa156,Silvia Aloisiq,42,Entrepreneur,58674.66,4824.555,8,5,4,25,2425.38,34.99081327,116.1034169,628.7091521,27.64293096,2
CUS_0x74f2,Colew,30,Architect,30390.44,2721.536667,5,6,4,17,580.31,34.53357345,64.84803821,60.91459665,396.3910318,2
CUS_0x308b,Longstrethy,42,Doctor,45207.54,3507.295,8,8,6,20,2497.48,26.63171974,148.9132734,39.83022939,401.9859972,3
CUS_0x308b,Longstrethy,42,Doctor,45207.54,3507.295,8,8,6,22,2497.48,33.88856426,148.9132734,375.7330662,116.0831604,3
CUS_0x308b,Longstrethy,43,Doctor,45207.54,3507.295,8,8,6,20,2497.48,28.94303915,148.9132734,119.0870984,362.7291282,3
CUS_0x308b,Longstrethy,43,Doctor,45207.54,3507.295,8,8,6,20,2497.48,25.09430322,148.9132734,331.9257292,159.8904974,3
CUS_0x2827,Lisah,18,Scientist,144546.72,10653.04311,0,3,2,7,1045.11,37.16404251,1293.505449,415.1834125,878.7840309,1
CUS_0xa295,Patrick Temple-Westf,39,Engineer,30346.35,2651.8625,5,4,7,9,523.56,30.28018466,96.72128021,332.4861616,125.9788082,2
CUS_0xa295,Patrick Temple-Westf,39,Engineer,30346.35,2651.8625,5,4,7,9,523.56,40.39063355,96.72128021,99.6284738,348.836496,2
CUS_0x6c2e,Dowsettk,46,Mechanic,18681.465,1584.78875,2,3,2,8,327.88,27.53134292,24.82142498,52.09642061,351.5610294,2
CUS_0x6c2e,Dowsettk,47,Mechanic,18681.465,1584.78875,2,3,2,8,327.88,37.45520315,24.82142498,32.94987665,360.7075734,1
CUS_0x384c,David Henryp,41,Scientist,9841.34,690.1116667,8,9,5,15,4984.82,33.4598029,36.67512792,55.92433094,256.4117078,2
CUS_0x6cbb,Oreskovicv,35,Media_Manager,72330.98,6300.581667,0,262,1,7,596.78,31.87384175,31.37979416,390.5462005,488.132172,1
CUS_0x6cbb,Oreskovicv,35,Media_Manager,72330.98,6300.581667,0,3,1,6,596.78,32.36779297,31.37979416,171.7435332,676.9348393,1
CUS_0x6cbb,Oreskovicv,35,Media_Manager,72330.98,6300.581667,0,3,1,6,596.78,30.15846394,31.37979416,701.6599477,187.0184248,1
CUS_0x6cbb,Oreskovicv,35,Media_Manager,72330.98,6300.581667,0,3,1,6,596.78,41.98152541,44834,147.0251177,691.6532548,2
CUS_0x6cbb,Oreskovicv,35,Media_Manager,72330.98,6300.581667,0,3,1,6,596.78,24.83928335,31.37979416,301.2225183,567.4558542,1
CUS_0x36ab,Svea Herbst-Baylisss,16,Teacher,43241.49,3282.269196,10,7,6,14,2174.16,27.93484479,460.4272666,50.8316252,394.9751617,2
CUS_0x36ab,Svea Herbst-Baylisss,16,Teacher,43241.49,3282.269196,10,7,6,17,2174.16,30.59762389,460.4272666,94.6003948,351.2063921,2
CUS_0xa27e,Papadimaso,34,Architect,17001.34,1214.778333,6,5,1,20,1093.87,25.89483416,10.53555561,120.9712196,269.9710581,2
CUS_0xa27e,Papadimaso,34,Architect,17001.34,1214.778333,6,5,1,18,1093.87,28.63344077,10.53555561,51.9051847,349.037093,3
CUS_0xa27e,Papadimaso,34,Architect,17001.34,1214.778333,6,5,1,21,1093.87,25.35934049,10.53555561,50.59241299,310.3498647,2
CUS_0x700d,Blenkinsopc,21,Accountant,44719.17,3969.5975,6,6,7,20,3818.57,30.86937294,248.5998859,167.656053,240.7038111,3
CUS_0x700d,Blenkinsopc,21,Accountant,44719.17,3969.5975,6,6,7,20,3818.57,30.73768432,248.5998859,316.1728449,102.1870192,3
CUS_0x700d,Blenkinsopc,21,Accountant,44719.17,3969.5975,6,6,7,19,3818.57,29.38080624,248.5998859,115.7644921,282.5953721,3
CUS_0x78e0,Tagarish,47,Accountant,17787.34,1242.278333,8,4,2,15,730.9,26.99358623,20.06363388,42.29858803,321.8656114,2
CUS_0x78e0,Tagarish,47,Accountant,17787.34,1242.278333,8,4,2,16,730.9,33.68265491,20.06363388,119.1483872,265.0158122,2
CUS_0x6794,Raymondl,42,Teacher,103353.06,8527.755,3,3,1,9,1374.56,23.17084458,64.00168567,1043.873612,34.90020276,1
CUS_0x6794,Raymondl,42,Teacher,103353.06,8527.755,3,3,1,12,1374.56,41.83706533,64.00168567,67.10576785,961.6680465,1
CUS_0xe2c,Andreasc,38,Journalist,31021.24,2756.103333,7,7,4,21,852.81,31.19439865,90.75917846,68.51358027,366.3375746,2
CUS_0xe2c,Andreasc,38,Journalist,31021.24,2756.103333,7,809,4,17,852.81,33.89457499,90.75917846,58.53848336,376.3126715,2
CUS_0xe2c,Andreasc,38,Journalist,31021.24,2756.103333,7,7,4,20,852.81,32.86658163,90.75917846,136.9906689,317.860486,2
CUS_0xe2c,Andreasc,38,Journalist,31021.24,2756.103333,7,7,4,20,852.81,34.13944939,90.75917846,153.4035982,291.4475567,2
CUS_0xe2c,Andreasc,38,Journalist,31021.24,2756.103333,7,7,4,20,852.81,37.17152644,90.75917846,56.97757259,367.8735823,2
CUS_0xe2c,Andreasc,38,Journalist,31021.24,2756.103333,7,7,4,20,852.81,38.0802416,90.75917846,81.08806113,373.7630937,2
CUS_0x36bb,Elinor Comlaye,36,Journalist,134978.24,11059.18667,8,5,2,16,668.14,46.19423785,145.1118234,129.5214491,1081.285394,2
CUS_0x36bb,Elinor Comlaye,36,Journalist,134978.24,10541.52075,8,5,2,16,668.14,36.16238357,662.7777405,663.6269365,577.1799068,1
CUS_0xa77f,Jeanine Preziosor,28,Writer,39800.12,3047.676667,7,5,3,18,660.69,29.72470803,58.48765734,410.2436031,126.0364062,2
CUS_0xa77f,Jeanine Preziosor,28,Writer,39800.12,3047.676667,7,5,3,18,660.69,41.20335336,58.48765734,33.79278212,462.4872272,1
CUS_0xa77f,Jeanine Preziosor,28,Writer,39800.12,3047.676667,7,5,3,18,660.69,26.02052332,58.48765734,121.0441224,375.2358869,2
CUS_0xa77f,Jeanine Preziosor,28,Writer,39800.12,3047.676667,7,5,3,20,660.69,28.62288043,58.48765734,274.4562487,251.8237606,2
CUS_0x1e70,Alexh,17,Manager,14841.35,1437.779167,6,5,7,16,3865.15,30.47438664,71.54474307,82.88833259,279.344841,2
CUS_0x1e70,Alexh,17,Manager,14841.35,1437.779167,6,5,7,14,3865.15,23.94861058,71.54474307,171.0862578,191.1469158,2
